age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_n,marital_n,education_n,default_n,housing_n,loan_n,contact_n,month_n,day_of_week_n,poutcome_n
33.0,579.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,2.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0
36.0,334.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,2.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
39.0,82.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,6.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0
25.0,312.0,2.0,999.0,2.0,-1.7,94.215,-40.3,0.81,4991.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0
55.0,389.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,2.0,1.0,6.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0
47.0,59.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,2.0,0.0,6.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0
38.0,236.0,1.0,4.0,1.0,-2.9,92.201,-31.4,0.879,5076.2,2.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0
27.0,54.0,5.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0
25.0,170.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1.0,1.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
35.0,154.0,3.0,999.0,1.0,-1.8,92.893,-46.2,1.313,5099.1,6.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0
27.0,356.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.327,5099.1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0
44.0,203.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
56.0,204.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
28.0,226.0,3.0,999.0,1.0,-1.7,94.027,-38.3,0.898,4991.6,2.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0
34.0,176.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
37.0,79.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,4.0,0.0,4.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0
45.0,79.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35.0,346.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
36.0,75.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,2.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0
35.0,117.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,7.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
57.0,365.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,3.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
35.0,309.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
45.0,103.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
26.0,224.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
35.0,261.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
26.0,320.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,2.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
40.0,146.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,4.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
46.0,181.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
32.0,70.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
35.0,126.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.354,5099.1,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
31.0,257.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,3.0,0.0,3.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0
31.0,187.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,4.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
41.0,210.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
38.0,36.0,4.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,4.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
37.0,245.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33.0,104.0,3.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,4.0,2.0,4.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0
44.0,534.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,6.0,1.0,6.0,1.0,0.0,0.0,1.0,5.0,4.0,0.0
27.0,550.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.25,5099.1,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
41.0,152.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
34.0,528.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
36.0,271.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
36.0,445.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
48.0,22.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,6.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
42.0,21.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,2.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
45.0,155.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
45.0,315.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0
43.0,175.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.153,5195.8,3.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0
40.0,210.0,2.0,999.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,3.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
39.0,123.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,3.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
32.0,96.0,1.0,999.0,3.0,-3.4,92.431,-26.9,0.728,5017.5,2.0,1.0,6.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0
54.0,87.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,4.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0
35.0,80.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,4.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
45.0,167.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,3.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0
30.0,136.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,2.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0
42.0,89.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34.0,271.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
35.0,246.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.967,5228.1,4.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0
52.0,419.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,6.0,0.0,6.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0
30.0,532.0,5.0,999.0,0.0,-1.8,93.876,-40.0,0.684,5008.7,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
56.0,335.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
28.0,166.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,4.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
29.0,111.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
38.0,42.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.099,5076.2,2.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
35.0,52.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.153,5195.8,6.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0
30.0,415.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,1.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0
54.0,138.0,6.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,5.0,2.0,6.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0
60.0,174.0,2.0,25.0,2.0,-1.7,94.215,-40.3,0.884,4991.6,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0
51.0,110.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,5.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0
29.0,142.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,2.0,1.0,6.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0
29.0,202.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,7.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0
42.0,66.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0
31.0,57.0,6.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,6.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
62.0,531.0,3.0,6.0,1.0,-2.9,92.201,-31.4,0.838,5076.2,5.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0
51.0,124.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,6.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
37.0,335.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
58.0,80.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,3.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0
59.0,209.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
27.0,241.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
30.0,166.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
32.0,285.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
31.0,129.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.967,5228.1,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0
30.0,116.0,1.0,999.0,0.0,-1.8,92.843,-50.0,1.811,5099.1,6.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
60.0,89.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,6.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
33.0,266.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,4.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
49.0,339.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
45.0,205.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,2.0,2.0,6.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
50.0,41.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,4.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0
35.0,416.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,3.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
45.0,201.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.021,5195.8,4.0,1.0,6.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
26.0,83.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
38.0,76.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,4.0,1.0,4.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0
35.0,409.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
54.0,152.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,5.0,2.0,6.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
39.0,248.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.313,5099.1,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0
30.0,179.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,4.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
39.0,154.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.97,5228.1,2.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
29.0,146.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,2.0,1.0,6.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0
51.0,59.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,2.0,2.0,6.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0
31.0,145.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,2.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
31.0,374.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
39.0,202.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
48.0,563.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
48.0,119.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,4.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
40.0,179.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
29.0,302.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.327,5099.1,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
33.0,12.0,1.0,999.0,0.0,-1.7,94.215,-40.3,0.782,4991.6,3.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
33.0,254.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
34.0,81.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.962,5228.1,4.0,0.0,6.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0
42.0,204.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32.0,412.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.27,5099.1,2.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
37.0,77.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34.0,95.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0
26.0,228.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
25.0,446.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,0.0,6.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
46.0,385.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,2.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0
44.0,486.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,2.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
33.0,58.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
33.0,119.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,2.0,2.0,6.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0
57.0,233.0,1.0,12.0,1.0,-2.9,92.963,-40.8,1.266,5076.2,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
27.0,86.0,1.0,3.0,1.0,-1.8,92.893,-46.2,1.259,5099.1,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0
32.0,372.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
39.0,104.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,2.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
35.0,564.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,3.0,1.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
31.0,99.0,5.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0
33.0,327.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
48.0,123.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0
32.0,125.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,4.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0
64.0,604.0,2.0,999.0,0.0,-1.1,94.601,-49.5,0.959,4963.6,7.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0
46.0,81.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,2.0,0.0,6.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0
55.0,553.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
33.0,66.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
40.0,177.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
59.0,464.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,5.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0
54.0,221.0,5.0,999.0,0.0,1.4,94.465,-41.8,4.962,5228.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
28.0,72.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
33.0,134.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
36.0,498.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,6.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0
35.0,60.0,2.0,999.0,2.0,-1.8,92.893,-46.2,1.27,5099.1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
43.0,161.0,3.0,13.0,1.0,-2.9,92.201,-31.4,0.838,5076.2,2.0,0.0,6.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0
28.0,106.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
53.0,68.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,248.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,2.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0
40.0,218.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
39.0,238.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,3.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0
38.0,362.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
38.0,214.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,4.0,1.0,6.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0
29.0,118.0,2.0,999.0,1.0,-0.1,93.2,-42.0,4.021,5195.8,2.0,1.0,6.0,0.0,1.0,0.0,1.0,5.0,4.0,1.0
38.0,450.0,3.0,6.0,2.0,-1.8,93.369,-34.8,0.652,5008.7,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0
35.0,257.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
53.0,67.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,2.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
58.0,533.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
48.0,69.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.97,5228.1,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
26.0,124.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
38.0,63.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
33.0,482.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
59.0,108.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,5.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
31.0,84.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.266,5076.2,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
41.0,18.0,1.0,999.0,0.0,-0.2,92.756,-45.9,3.669,5176.3,4.0,2.0,4.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0
34.0,4.0,1.0,999.0,0.0,-1.7,94.215,-40.3,0.889,4991.6,2.0,1.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
26.0,136.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
37.0,121.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,2.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
55.0,145.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,7.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
49.0,161.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,2.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
29.0,26.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
33.0,263.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,2.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
68.0,141.0,4.0,999.0,0.0,-3.0,92.713,-33.0,0.712,5023.5,4.0,0.0,5.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0
51.0,208.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
29.0,292.0,1.0,999.0,1.0,-1.7,94.055,-39.8,0.727,4991.6,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0
